,Area (m²),Quartos,Idade (anos),Distância Centro (km),Garagens,Banheiros,Andar,Vista_Mar,Mobilidade,Segurança,Area_Construida (m²),Total_Comodos,Zona,Preço (R$ mil),Area_Total (m²)
10471,63.5,3,10,1.6,2,3,13,0,7,9,66.5,6,Centro,1093.8,130.0
10472,48.9,4,3,2.5,2,4,15,0,9,8,34.7,8,Centro,1186.8,83.6
10473,45.3,5,7,18.3,2,4,3,0,2,5,39.1,9,Afastada,696.0,84.4
10474,96.4,2,7,5.7,1,2,3,0,10,9,77.6,4,Intermediária,811.1,174.0
10475,231.7,4,5,8.4,1,4,8,1,1,7,192.2,8,Intermediária,1237.2,423.9
10476,87.2,4,6,7.8,1,4,7,0,1,8,86.1,8,Intermediária,826.0,173.2
10477,172.8,2,1,3.1,1,1,,0,10,9,143.8,3,Centro,1073.6,316.6
10478,81.4,3,21,4.0,2,2,,0,6,10,70.4,5,Centro,816.8,151.8
10479,111.2,3,8,2.9,1,3,,0,9,9,89.8,6,Centro,985.0,201.0
10480,157.7,3,2,2.3,2,2,15,0,1,10,127.0,5,Centro,1024.6,284.7
10481,161.1,5,5,3.9,2,4,,0,3,10,138.3,9,Centro,1010.3,299.4
10482,61.6,3,1,7.8,1,3,23,0,6,7,57.4,6,Intermediária,798.6,119.0
10483,169.4,2,17,5.3,0,1,11,0,6,10,151.4,3,Intermediária,690.1,320.8
10484,106.6,3,5,4.0,2,3,,0,5,9,98.9,6,Centro,892.7,205.5
10485,218.8,3,4,10.5,1,3,12,0,5,8,185.4,6,Intermediária,799.7,404.2
10486,167.2,3,11,5.0,1,3,,0,2,9,145.9,6,Centro,903.9,313.1
10487,264.6,3,9,3.4,2,3,2,0,1,9,221.8,6,Centro,968.7,486.4
10488,381.5,2,3,4.2,1,1,7,0,3,8,314.2,3,Centro,959.6,695.6
10489,170.3,4,28,4.1,2,4,3,0,1,10,141.7,8,Centro,985.5,312.1
10490,228.2,2,25,3.5,1,2,13,0,2,10,191.0,4,Centro,821.8,419.3
10491,108.5,3,5,3.7,1,2,,0,10,8,96.8,5,Centro,880.4,205.3
10492,144.4,2,14,3.5,1,1,,0,8,8,122.7,3,Centro,748.7,267.1
10493,191.6,3,0,5.9,2,3,,0,7,9,164.8,6,Intermediária,1120.9,356.5
10494,198.3,2,3,3.7,1,1,,0,3,9,173.1,3,Centro,832.3,371.4
10495,154.6,2,0,10.0,0,2,7,0,6,8,141.0,4,Intermediária,726.0,295.6
10496,160.0,2,13,4.2,1,2,17,1,4,9,129.3,4,Centro,869.2,289.3
10497,311.2,3,8,4.0,2,2,19,0,10,10,271.1,5,Centro,1406.0,582.3
10498,101.6,2,5,4.6,0,2,,0,6,10,90.2,4,Centro,918.7,191.8
10499,120.6,5,12,9.2,2,4,16,0,6,9,101.8,9,Intermediária,1266.4,222.4
10500,110.3,3,10,5.3,2,2,,0,1,8,88.7,5,Intermediária,684.3,199.0
10501,89.8,3,26,5.0,3,2,,1,5,9,63.0,5,Intermediária,751.8,152.8
10502,154.9,4,5,7.7,3,4,4,0,5,8,134.4,8,Intermediária,1011.6,289.3
10503,171.6,2,5,5.7,1,2,,1,4,9,139.9,4,Intermediária,920.6,311.5
10504,211.6,1,3,4.2,0,1,,0,8,9,183.0,2,Centro,681.4,394.7
10505,38.8,1,43,3.7,0,1,21,0,1,9,34.3,2,Centro,383.8,73.1
10506,136.2,2,2,4.0,1,1,4,1,8,9,116.2,3,Centro,805.8,252.4
10507,194.7,2,6,4.3,1,2,3,0,7,9,169.2,4,Centro,945.4,363.9
10508,134.4,6,8,10.1,2,4,7,0,7,9,114.2,10,Intermediária,1079.2,248.6
10509,171.9,4,3,17.3,3,4,1,0,5,6,139.8,8,Afastada,776.8,311.7
10510,117.7,4,2,6.3,1,4,,0,9,9,98.0,8,Intermediária,1284.7,215.6
10511,179.9,4,15,7.8,2,4,2,1,1,7,155.8,8,Intermediária,816.0,335.7
10512,52.5,3,17,5.1,1,2,,0,5,8,48.7,5,Intermediária,554.4,101.2
10513,108.5,3,2,7.8,2,3,24,0,7,9,89.0,6,Intermediária,1134.3,197.5
10514,127.4,3,17,6.3,2,3,,0,10,7,106.4,6,Intermediária,829.4,233.8
10515,151.4,3,5,12.1,2,3,8,1,3,8,123.5,6,Intermediária,960.9,274.9
10516,158.4,3,8,10.6,2,2,,0,9,7,132.4,5,Intermediária,799.6,290.8
10517,202.4,3,16,7.5,2,2,,1,9,8,172.4,5,Intermediária,854.6,374.8
10518,283.1,3,0,3.9,2,3,4,0,9,10,240.4,6,Centro,1306.6,523.5
10519,173.7,6,0,8.8,1,4,11,0,4,9,148.9,10,Intermediária,1215.2,322.5
10520,64.4,4,18,7.1,1,4,14,0,2,6,49.9,8,Intermediária,776.3,114.3
10521,128.0,3,7,1.5,1,3,10,1,4,9,101.3,6,Centro,1289.2,229.3
10522,80.9,5,6,1.6,1,4,3,0,4,9,65.4,9,Centro,982.0,146.2
10523,115.7,3,0,5.3,2,3,23,1,10,8,95.6,6,Intermediária,1263.0,211.4
10524,110.7,3,8,4.2,3,2,,0,1,8,94.1,5,Centro,813.7,204.7
10525,76.4,2,5,3.7,1,1,18,0,1,9,65.9,3,Centro,835.0,142.3
10526,127.3,4,10,6.6,1,4,,1,1,9,106.5,8,Intermediária,938.0,233.8
10527,137.8,4,1,12.3,3,3,13,1,9,9,110.8,7,Intermediária,1157.1,248.6
10528,82.5,6,8,7.8,1,4,20,0,6,7,72.4,10,Intermediária,1239.4,154.9
10529,290.5,3,5,8.4,2,3,13,0,5,8,246.1,6,Intermediária,1291.0,536.6
10530,147.4,4,3,19.1,2,4,,1,8,4,118.4,8,Afastada,886.6,265.8
10531,132.5,3,18,2.8,2,2,15,0,4,9,115.3,5,Centro,871.3,247.8
10532,76.1,2,20,0.5,1,2,,1,2,10,60.5,4,Centro,724.3,136.5
10533,119.3,3,1,2.2,1,3,,0,10,10,94.7,6,Centro,1038.5,214.0
10534,193.2,3,12,2.5,2,2,17,0,8,9,164.6,5,Centro,926.6,357.7
10535,146.5,3,3,10.8,1,3,,0,1,9,119.3,6,Intermediária,852.2,265.8
10536,197.2,3,6,8.5,1,3,,0,9,10,170.9,6,Intermediária,1027.4,368.1
10537,135.7,3,24,6.8,2,3,12,1,9,9,113.4,6,Intermediária,715.4,249.0
10538,212.8,2,4,0.5,1,2,,0,1,9,185.0,4,Centro,924.3,397.8
10539,66.1,3,6,5.1,1,3,13,1,2,9,71.9,6,Intermediária,968.7,138.0
10540,83.1,2,33,2.9,1,2,,0,10,10,65.1,4,Centro,709.8,148.1
10541,194.0,2,16,2.1,1,1,,0,6,9,174.6,3,Centro,844.3,368.6
10542,171.1,2,9,14.5,1,1,,0,2,6,143.1,3,Intermediária,438.7,314.2
10543,74.1,3,11,3.1,3,3,6,1,7,8,66.2,6,Centro,821.6,140.3
10544,93.8,4,0,14.0,2,3,15,0,9,5,75.4,7,Intermediária,828.9,169.1
10545,303.4,2,1,2.7,0,2,8,1,9,8,254.9,4,Centro,1336.0,558.3
10546,248.9,4,3,4.8,3,4,17,0,5,9,211.2,8,Centro,1500.0,460.1
10547,106.2,1,2,18.4,1,1,10,0,5,7,92.5,2,Afastada,257.5,198.7
10548,46.5,6,6,15.5,2,4,14,0,2,6,36.5,10,Afastada,893.8,83.0
10549,82.8,3,4,6.6,1,3,1,0,1,8,62.9,6,Intermediária,645.2,145.7
10550,188.0,3,8,4.6,2,3,7,0,1,10,159.2,6,Centro,967.9,347.2
10551,144.2,3,8,2.1,2,2,5,1,4,9,122.6,5,Centro,1058.1,266.8
10552,90.7,3,10,4.7,1,3,1,0,9,8,88.4,6,Centro,687.2,179.1
10553,257.6,4,7,1.5,1,4,,0,3,9,216.5,8,Centro,1190.2,474.1
10554,105.7,2,36,6.1,1,2,,0,2,8,87.8,4,Intermediária,387.4,193.4
10555,132.1,4,9,1.9,1,4,11,0,6,8,111.7,8,Centro,1083.1,243.8
10556,155.8,2,9,2.4,1,1,24,0,7,10,132.2,3,Centro,969.6,288.0
10557,123.8,6,0,3.1,1,4,16,0,7,10,106.7,10,Centro,1236.8,230.6
10558,233.6,3,8,6.4,2,3,,0,6,8,190.6,6,Intermediária,1143.9,424.2
10559,219.5,6,0,3.2,2,4,,0,2,10,185.9,10,Centro,1500.0,405.4
10560,101.1,4,1,6.4,3,3,,0,6,9,80.1,7,Intermediária,1005.9,181.3
10561,102.8,4,10,5.7,2,4,12,0,10,9,84.7,8,Intermediária,1165.8,187.5
10562,93.0,6,0,13.7,2,4,,1,5,8,83.5,10,Intermediária,1035.0,176.5
10563,202.2,3,16,3.6,1,3,,0,8,10,179.5,6,Centro,1107.8,381.7
10564,194.8,3,0,8.0,1,3,,0,2,7,160.9,6,Intermediária,787.2,355.7
10565,89.8,3,0,2.4,2,2,,0,8,10,81.7,5,Centro,1125.8,171.5
10566,187.3,6,3,3.9,1,4,,1,5,9,156.1,10,Centro,1466.4,343.5
10567,124.0,2,15,1.6,1,2,10,1,2,9,105.8,4,Centro,878.6,229.8
10568,41.5,2,9,5.5,1,2,,0,8,10,30.7,4,Intermediária,515.9,72.2
10569,151.4,3,5,3.8,1,3,12,0,6,10,125.5,6,Centro,982.2,276.8
10570,83.4,4,16,8.9,2,4,,0,9,7,71.6,8,Intermediária,867.1,155.0
10571,117.4,5,4,5.9,1,4,11,0,6,9,100.2,9,Intermediária,858.8,217.5
10572,72.0,1,9,1.5,1,1,1,1,9,9,64.9,2,Centro,744.7,136.9
10573,94.8,3,20,3.8,3,2,17,1,8,8,82.3,5,Centro,987.6,177.2
10574,117.1,5,3,1.8,2,4,,0,7,10,96.2,9,Centro,1367.2,213.3
10575,375.7,3,15,5.2,2,2,,0,2,7,321.4,5,Intermediária,1027.2,697.0
10576,59.6,3,11,1.1,2,3,9,0,10,8,56.2,6,Centro,946.0,115.8
10577,274.1,3,10,3.9,2,3,,0,3,9,228.1,6,Centro,1284.1,502.3
10578,47.8,3,0,7.2,2,3,23,0,5,9,37.1,6,Intermediária,710.4,84.9
10579,122.3,3,3,1.8,2,3,,0,4,9,95.5,6,Centro,968.0,217.9
10580,77.3,2,6,3.7,1,1,4,0,6,10,65.0,3,Centro,824.9,142.3
10581,88.5,1,33,3.5,1,1,22,0,4,10,84.7,2,Centro,543.3,173.2
10582,81.4,5,21,0.9,1,4,,1,10,10,73.4,9,Centro,1231.6,154.8
10583,96.5,4,6,9.4,1,4,12,0,1,6,89.0,8,Intermediária,871.8,185.5
10584,167.3,2,2,5.7,1,2,10,0,8,10,143.0,4,Intermediária,806.4,310.4
10585,71.7,2,5,4.9,0,1,,0,6,8,57.5,3,Centro,592.3,129.2
10586,72.0,3,31,0.7,1,3,2,1,6,10,65.1,6,Centro,921.3,137.1
10587,120.7,3,18,7.1,1,2,,0,3,9,104.3,5,Intermediária,732.3,225.0
10588,220.6,3,12,5.8,3,3,9,0,2,8,181.8,6,Intermediária,825.7,402.5
10589,170.5,4,5,5.8,1,4,17,0,8,9,140.5,8,Intermediária,985.2,311.1
10590,139.4,1,0,14.7,1,1,,0,5,6,122.2,2,Intermediária,333.1,261.6
10591,219.3,1,9,10.4,1,1,,0,7,7,181.8,2,Intermediária,655.4,401.1
10592,127.0,3,52,4.7,1,3,,0,9,8,112.8,6,Centro,541.6,239.8
10593,135.2,3,0,10.4,1,2,,0,9,6,124.5,5,Intermediária,707.9,259.7
10594,165.7,2,8,4.9,1,1,,0,8,8,143.9,3,Centro,785.6,309.6
10595,90.2,5,1,6.3,2,4,7,0,8,10,75.9,9,Intermediária,1137.2,166.1
10596,97.7,5,1,9.1,1,4,18,0,6,7,83.8,9,Intermediária,1015.8,181.5
10597,42.6,3,5,6.2,1,2,11,0,4,8,26.0,5,Intermediária,741.0,68.6
10598,249.1,2,6,5.9,1,1,18,0,5,8,211.9,3,Intermediária,824.7,461.0
10599,145.3,2,13,5.2,1,1,24,0,3,8,120.7,3,Intermediária,648.3,266.0
10600,81.5,3,5,3.3,1,3,,1,9,10,71.7,6,Centro,980.1,153.2
10601,114.6,4,9,10.6,2,4,4,0,8,5,102.5,8,Intermediária,799.6,217.1
10602,72.1,3,5,1.0,1,3,,0,7,8,59.8,6,Centro,1039.7,131.9
10603,170.3,4,5,7.8,2,4,21,0,6,8,151.0,8,Intermediária,993.2,321.3
10604,223.9,4,13,14.7,1,4,16,0,8,6,188.3,8,Intermediária,951.6,412.3
10605,126.3,2,5,9.3,0,1,,0,6,9,109.8,3,Intermediária,677.6,236.2
10606,135.5,3,1,7.3,3,2,,0,6,8,115.2,5,Intermediária,1067.2,250.7
10607,118.3,2,22,5.8,1,1,14,0,2,9,103.2,3,Intermediária,556.8,221.5
10608,400.0,3,12,12.9,2,3,,1,5,6,337.4,6,Intermediária,1102.8,737.4
10609,65.8,3,28,3.5,2,2,15,0,9,10,63.0,5,Centro,886.1,128.8
10610,196.1,4,11,5.1,2,4,9,0,2,8,166.6,8,Intermediária,1094.1,362.7
10611,80.9,4,10,9.0,1,4,17,0,8,8,68.7,8,Intermediária,864.6,149.6
10612,99.2,5,10,10.5,2,4,21,0,2,7,85.6,9,Intermediária,1019.4,184.8
10613,166.6,2,13,9.2,0,2,,1,8,8,147.7,4,Intermediária,774.7,314.3
10614,222.9,5,2,1.7,2,4,,0,10,9,185.6,9,Centro,1313.1,408.5
10615,129.8,2,1,26.6,1,2,,0,4,2,106.4,4,Afastada,193.5,236.2
10616,261.8,3,3,7.7,1,3,,0,8,10,220.8,6,Intermediária,979.4,482.6
10617,229.1,2,16,5.4,1,1,,1,9,8,190.4,3,Intermediária,948.5,419.5
10618,195.1,3,0,9.2,2,3,11,0,3,8,169.5,6,Intermediária,1022.0,364.6
10619,400.0,2,10,6.3,1,2,24,1,2,9,342.9,4,Intermediária,1135.1,742.9
10620,175.0,4,0,8.8,2,3,15,0,9,8,144.4,7,Intermediária,1181.4,319.4
10621,156.1,3,20,3.2,2,2,,0,3,7,132.0,5,Centro,857.8,288.1
10622,71.3,2,4,4.6,1,2,14,0,8,9,60.4,4,Centro,781.3,131.8
10623,240.4,4,21,4.3,1,3,2,0,1,8,211.3,7,Centro,1032.1,451.7
10624,151.5,3,14,4.5,2,2,9,0,6,10,127.8,5,Centro,882.5,279.3
10625,110.9,3,12,7.0,2,3,19,1,6,10,95.1,6,Intermediária,988.8,206.1
10626,117.1,5,1,1.9,2,4,1,0,8,8,90.5,9,Centro,1085.9,207.6
10627,164.4,3,8,5.8,2,2,,0,8,10,132.5,5,Intermediária,839.3,296.9
10628,231.2,3,4,2.3,1,3,15,0,9,9,201.3,6,Centro,910.2,432.5
10629,128.0,3,6,7.5,1,3,,0,7,8,113.3,6,Intermediária,680.0,241.3
10630,226.2,2,3,7.3,1,2,2,0,1,8,190.6,4,Intermediária,772.2,416.8
10631,107.4,4,0,2.4,2,3,14,0,6,9,85.5,7,Centro,1084.7,193.0
10632,53.7,5,18,3.6,2,4,1,1,8,10,43.4,9,Centro,1305.6,97.1
10633,77.2,2,40,5.5,0,2,20,0,7,9,60.7,4,Intermediária,484.4,138.0
10634,65.4,2,4,3.2,0,2,8,0,7,10,51.5,4,Centro,818.0,117.0
10635,135.5,3,15,0.7,2,3,,0,5,10,109.5,6,Centro,991.6,245.0
10636,74.2,3,0,1.6,2,3,,0,9,10,59.0,6,Centro,959.4,133.2
10637,118.8,3,0,6.9,1,3,1,0,3,8,101.6,6,Intermediária,748.8,220.4
10638,159.0,2,1,5.6,1,1,,0,6,9,134.6,3,Intermediária,694.7,293.6
10639,134.1,2,4,8.8,1,1,,0,9,8,118.7,3,Intermediária,620.2,252.8
10640,103.4,4,9,4.9,2,4,,0,10,10,79.5,8,Centro,894.2,182.9
10641,75.5,2,8,0.5,0,1,8,0,2,10,53.3,3,Centro,756.8,128.8
10642,73.1,2,20,2.6,1,1,7,0,7,9,72.0,3,Centro,559.8,145.1
10643,106.7,2,3,10.7,1,2,,1,5,9,98.6,4,Intermediária,675.0,205.3
10644,185.2,5,1,6.5,1,4,,0,3,9,155.2,9,Intermediária,1227.3,340.4
10645,40.6,2,11,8.3,1,2,,0,10,7,36.5,4,Intermediária,526.2,77.1
10646,117.2,4,21,11.6,1,3,23,1,5,9,90.9,7,Intermediária,1001.4,208.2
10647,32.8,1,20,7.6,1,1,13,0,7,7,34.5,2,Intermediária,347.7,67.3
10648,266.7,2,11,2.7,1,2,24,1,5,9,221.3,4,Centro,947.5,488.0
10649,49.0,4,9,5.7,1,3,6,1,6,8,40.3,7,Intermediária,873.8,89.3
10650,55.5,3,0,4.1,2,3,,0,8,8,56.0,6,Centro,916.7,111.5
10651,59.1,2,8,2.3,1,2,,0,1,9,47.5,4,Centro,677.5,106.6
10652,132.1,4,4,22.1,2,3,,0,4,4,103.0,7,Afastada,642.3,235.1
10653,116.9,6,23,2.8,2,4,,0,5,9,96.1,10,Centro,1185.5,213.0
10654,140.2,5,15,11.7,3,4,7,1,2,5,122.4,9,Intermediária,1148.7,262.6
10655,114.6,2,2,5.8,1,1,24,0,8,7,96.9,3,Intermediária,782.7,211.6
10656,94.0,3,0,4.0,2,2,,0,1,9,86.4,5,Centro,886.4,180.4
10657,80.8,2,1,3.4,0,1,,0,8,10,62.0,3,Centro,558.2,142.8
10658,81.7,2,14,2.2,1,2,14,0,4,10,68.6,4,Centro,879.3,150.3
10659,118.2,5,1,9.6,1,4,22,1,1,8,91.4,9,Intermediária,1189.4,209.6
10660,159.1,4,0,1.2,1,4,16,0,2,10,139.2,8,Centro,1381.7,298.3
10661,70.1,4,16,7.3,1,4,,0,2,9,62.1,8,Intermediária,688.9,132.2
10662,88.5,3,3,10.3,1,3,,0,8,8,72.8,6,Intermediária,851.0,161.3
10663,113.4,4,5,9.2,2,4,11,0,6,10,98.0,8,Intermediária,953.3,211.4
10664,400.0,4,21,4.5,2,3,1,0,1,7,340.3,7,Centro,1256.4,740.3
10665,256.5,3,9,13.3,1,3,23,0,6,6,225.5,6,Intermediária,1122.2,481.9
10666,55.0,4,19,2.6,2,3,5,0,9,9,44.7,7,Centro,951.5,99.7
10667,98.7,3,0,5.0,2,2,13,0,5,10,83.4,5,Centro,869.8,182.1
10668,97.0,3,3,3.7,2,3,,0,10,9,74.9,6,Centro,946.1,171.9
10669,117.5,3,9,7.9,1,3,,0,10,8,98.4,6,Intermediária,858.8,215.9
10670,102.7,4,0,35.0,2,4,,0,8,1,85.8,8,Afastada,297.0,188.5
10671,249.9,3,14,10.1,1,3,,0,1,7,207.5,6,Intermediária,732.6,457.5
10672,148.9,5,0,4.0,2,4,23,0,10,10,130.3,9,Centro,1456.8,279.2
10673,98.6,5,3,2.9,1,4,,0,9,8,81.8,9,Centro,1287.5,180.5
10674,110.0,4,8,5.2,2,3,,0,7,9,96.4,7,Intermediária,911.3,206.4
10675,142.2,2,2,8.7,1,2,16,0,10,9,132.4,4,Intermediária,817.3,274.6
10676,68.2,5,13,6.8,1,4,2,0,9,8,53.7,9,Intermediária,1132.5,121.9
10677,137.4,3,3,2.4,2,2,21,0,4,9,108.8,5,Centro,1231.8,246.3
10678,267.7,3,12,3.8,2,3,,0,6,7,228.4,6,Centro,1125.5,496.1
10679,82.4,1,34,2.9,1,1,7,0,7,9,71.8,2,Centro,360.6,154.2
10680,72.1,4,11,3.6,1,4,,0,6,10,61.3,8,Centro,1061.6,133.4
10681,155.3,3,1,10.7,2,3,,0,5,7,133.1,6,Intermediária,969.0,288.4
10682,85.8,4,0,5.6,1,4,,0,10,7,71.4,8,Intermediária,1127.7,157.2
10683,128.8,4,0,8.4,2,4,4,0,9,8,111.9,8,Intermediária,1026.1,240.8
10684,80.0,3,14,9.4,2,2,,0,2,9,76.4,5,Intermediária,621.8,156.5
10685,80.2,3,8,19.9,2,3,19,0,2,4,66.5,6,Afastada,389.3,146.7
10686,107.5,3,13,4.8,2,3,14,1,3,7,98.1,6,Centro,888.0,205.7
10687,224.3,3,7,3.5,2,3,5,0,10,10,190.1,6,Centro,1086.7,414.4
10688,105.6,3,7,6.4,1,3,24,0,2,8,90.8,6,Intermediária,783.4,196.4
10689,54.8,3,22,3.2,2,3,,0,7,9,44.6,6,Centro,675.4,99.4
10690,189.1,3,52,2.5,1,3,,0,4,8,161.4,6,Centro,723.9,350.4
10691,113.7,3,5,3.6,2,2,,0,5,8,96.6,5,Centro,984.0,210.4
10692,140.0,3,32,6.6,1,3,,0,10,7,116.9,6,Intermediária,741.1,256.8
10693,75.3,5,17,6.6,2,4,13,1,5,9,65.4,9,Intermediária,1134.6,140.7
10694,146.2,4,27,11.8,2,3,,0,3,7,128.9,7,Intermediária,637.4,275.1
10695,112.8,4,5,5.3,3,3,,1,1,8,100.3,7,Intermediária,950.4,213.1
10696,113.1,3,3,7.8,2,3,,0,8,8,96.9,6,Intermediária,926.7,210.0
10697,54.9,4,11,6.7,2,4,17,0,9,7,50.7,8,Intermediária,923.2,105.6
10698,70.6,3,1,11.7,2,2,,0,6,5,68.3,5,Intermediária,607.6,138.9
10699,163.1,5,8,12.7,2,4,,0,9,7,140.3,9,Intermediária,1023.5,303.4
10700,152.9,3,6,2.8,1,2,18,1,5,9,124.4,5,Centro,1235.2,277.3
10701,194.3,3,13,10.4,2,3,14,0,2,8,163.4,6,Intermediária,1019.3,357.7
10702,219.2,3,4,4.0,2,3,5,0,8,10,193.1,6,Centro,1013.9,412.3
10703,152.3,3,6,12.6,3,2,,0,3,7,135.3,5,Intermediária,848.4,287.6
10704,108.9,2,21,6.6,0,1,10,0,4,8,94.8,3,Intermediária,488.9,203.7
10705,65.7,1,15,7.2,0,1,19,0,10,8,60.2,2,Intermediária,520.5,125.8
10706,142.5,2,30,7.7,1,1,16,1,6,7,122.9,3,Intermediária,622.8,265.4
10707,133.7,3,7,5.7,1,3,,0,8,9,102.6,6,Intermediária,856.9,236.3
10708,154.3,5,3,10.3,2,4,1,0,7,8,132.6,9,Intermediária,1127.0,287.0
10709,98.6,3,2,8.5,2,2,,0,2,8,84.8,5,Intermediária,663.1,183.4
10710,42.8,3,22,3.3,1,3,7,0,5,9,38.8,6,Centro,685.8,81.6
10711,136.0,3,0,1.5,1,2,,0,10,9,121.0,5,Centro,1217.3,257.0
10712,222.7,3,4,4.4,1,2,20,0,8,9,184.8,5,Centro,1150.0,407.5
10713,303.8,3,10,8.2,3,3,,1,3,8,245.4,6,Intermediária,1279.3,549.1
10714,109.0,2,9,5.7,1,1,24,0,6,9,92.0,3,Intermediária,819.6,200.9
10715,147.8,3,8,14.7,1,2,15,0,7,6,118.3,5,Intermediária,785.8,266.2
10716,97.1,2,1,7.6,0,2,14,0,6,10,84.8,4,Intermediária,870.3,181.9
10717,61.2,4,5,4.7,1,4,,0,6,8,56.0,8,Centro,1127.0,117.2
10718,127.3,3,3,4.4,2,3,18,1,6,8,112.9,6,Centro,1014.9,240.2
10719,166.3,3,5,3.9,1,3,3,1,7,8,144.6,6,Centro,1237.5,310.9
10720,137.8,4,1,1.5,2,4,,0,1,8,111.1,8,Centro,1130.0,248.9
10721,121.4,3,10,2.3,2,3,4,0,4,10,108.4,6,Centro,1011.7,229.8
10722,190.4,3,13,4.3,2,2,,0,6,9,161.5,5,Centro,961.7,351.9
10723,142.2,4,4,1.1,1,4,,0,3,10,116.3,8,Centro,1132.0,258.5
10724,292.4,1,5,1.2,1,1,6,0,4,10,248.8,2,Centro,1004.2,541.2
10725,86.9,3,15,7.3,1,2,22,1,2,9,70.8,5,Intermediária,968.4,157.7
10726,33.9,4,26,3.2,2,3,5,0,7,9,35.2,7,Centro,971.1,69.1
10727,117.6,3,8,10.8,2,3,6,0,10,6,95.4,6,Intermediária,766.6,213.0
10728,95.3,3,6,2.2,1,3,10,0,9,9,82.3,6,Centro,1005.4,177.7
10729,118.5,6,2,5.4,3,4,5,0,9,10,104.0,10,Intermediária,1438.6,222.5
10730,50.4,3,2,7.8,1,3,18,0,4,9,46.0,6,Intermediária,829.3,96.4
10731,125.8,2,28,7.8,1,2,8,0,6,7,101.6,4,Intermediária,518.3,227.4
10732,60.7,3,1,15.0,1,2,,1,7,8,46.2,5,Afastada,676.7,106.9
10733,113.0,3,11,8.3,2,3,14,0,6,8,87.7,6,Intermediária,849.2,200.6
10734,57.0,3,4,2.9,3,3,,0,8,10,48.2,6,Centro,1194.5,105.2
10735,178.0,3,4,16.4,2,2,,1,9,6,149.6,5,Afastada,699.4,327.6
10736,97.1,3,9,10.4,1,2,,0,3,8,85.3,5,Intermediária,603.7,182.3
10737,104.6,3,3,4.6,1,2,,0,2,9,91.4,5,Centro,727.3,196.1
10738,237.3,3,8,5.1,1,2,,0,10,8,203.3,5,Intermediária,1140.2,440.6
10739,66.1,5,6,4.2,2,4,,0,3,9,41.9,9,Centro,1331.0,108.0
10740,131.0,4,5,2.1,2,4,11,0,3,8,124.0,8,Centro,1170.4,255.0
10741,150.2,5,13,11.3,2,4,23,0,2,7,125.5,9,Intermediária,1039.5,275.7
10742,184.5,3,16,10.0,2,3,16,1,1,10,156.2,6,Intermediária,1072.7,340.7
10743,248.2,4,20,12.2,2,3,14,0,7,7,209.0,7,Intermediária,1097.8,457.2
10744,293.5,3,8,7.9,2,2,,0,7,7,252.6,5,Intermediária,831.6,546.2
10745,135.2,4,16,1.7,1,3,,0,3,10,106.2,7,Centro,875.8,241.3
10746,60.5,3,20,3.9,2,2,,0,10,9,48.3,5,Centro,878.2,108.8
10747,52.7,6,20,5.2,1,4,20,0,10,9,57.2,10,Intermediária,1208.4,109.9
10748,114.5,2,18,4.1,1,2,11,0,6,8,95.3,4,Centro,794.8,209.8
10749,59.4,2,10,4.6,1,1,,1,3,10,48.0,3,Centro,648.5,107.4
10750,78.2,1,17,0.5,1,1,7,1,10,10,70.5,2,Centro,1027.0,148.8
10751,360.7,2,6,1.6,1,2,2,0,4,10,307.7,4,Centro,1049.1,668.4
10752,174.3,4,15,4.5,2,4,21,0,5,9,146.6,8,Centro,1464.6,320.9
10753,78.0,2,1,5.5,1,2,,0,2,8,68.6,4,Intermediária,662.2,146.6
10754,93.8,3,24,6.2,1,3,11,0,10,7,81.0,6,Intermediária,821.5,174.8
10755,210.5,2,2,4.6,1,2,18,0,1,9,175.3,4,Centro,777.6,385.8
10756,79.9,2,2,7.5,0,2,18,1,8,8,60.7,4,Intermediária,720.5,140.6
10757,128.3,2,1,7.3,1,2,,0,2,8,103.4,4,Intermediária,627.0,231.7
10758,190.4,5,12,13.4,3,4,17,0,8,6,158.4,9,Intermediária,1106.7,348.9
10759,102.0,3,2,2.1,1,3,,0,10,10,94.6,6,Centro,1171.9,196.6
10760,232.6,3,9,0.5,3,3,12,0,7,9,192.8,6,Centro,1213.7,425.4
10761,48.5,3,4,7.2,1,3,,0,3,8,38.5,6,Intermediária,561.5,87.0
10762,84.2,3,3,10.2,1,3,,0,2,7,73.4,6,Intermediária,764.1,157.6
10763,152.9,2,0,7.7,0,2,2,0,10,8,137.4,4,Intermediária,874.8,290.3
10764,168.1,4,3,6.1,2,4,,0,6,8,151.3,8,Intermediária,1075.1,319.4
10765,151.8,5,1,2.1,2,4,2,0,7,9,122.5,9,Centro,1386.8,274.3
10766,71.8,3,2,20.7,1,3,2,0,8,5,60.1,6,Afastada,490.2,131.9
10767,126.5,4,3,2.4,2,3,17,0,1,9,102.2,7,Centro,1406.5,228.6
10768,95.2,3,5,7.3,1,3,,0,3,8,88.8,6,Intermediária,548.1,184.0
10769,83.9,4,8,8.6,1,4,19,1,6,9,69.3,8,Intermediária,1416.9,153.2
10770,189.7,3,5,9.3,2,3,10,0,8,8,158.0,6,Intermediária,905.9,347.6
10771,60.0,3,21,1.8,2,3,,0,6,10,48.4,6,Centro,823.0,108.5
10772,182.0,3,13,6.2,1,2,,1,10,9,160.2,5,Intermediária,1045.3,342.2
